country_code,country,measure,sex,age,frequency,time_period,value,units
ISR,Israel,Labour force participation rate,Female,From 15 to 74 years,Annual,2021,63.3,Units
ISR,Israel,Labour force participation rate,Female,From 15 to 74 years,Annual,2020,62.89167,Units
ISR,Israel,Labour force participation rate,Female,From 15 to 74 years,Annual,2019,64.39167,Units
ISR,Israel,Labour force participation rate,Female,From 15 to 74 years,Annual,2018,64.50833,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2011,74.675,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2010,72.25,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2023,82.025,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2022,81.8,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2021,80.35,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2020,82.025,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2019,83.025,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2018,82.575,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2017,81.125,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2016,79.475,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2015,79.15,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2014,77.975,Units
LVA,Latvia,Employment rate,Total,From 25 to 54 years,Annual,2013,77.675,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2016,31.31637,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2017,30.7643,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2018,30.65977,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2019,30.51697,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2020,31.40187,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2021,30.95939,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2022,29.46679,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2023,28.85522,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2010,34.11345,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2011,33.78066,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2012,33.46983,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2013,33.22328,Units
KOR,Korea,Inactivity rate,Total,From 15 to 64 years,Annual,2014,31.97607,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2017,62.175,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2018,62.875,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2019,63.65,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2020,62.825,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2021,63.75,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2022,64.45,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2023,64.375,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2010,62.4,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2011,62.3,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2012,61.4,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2013,60.7,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2014,61.175,Units
DNK,Denmark,Employment rate,Male,15 years or over,Annual,2015,62.025,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2017,5.8562,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2018,5.481964,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2019,5.290669,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2020,6.538145,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2021,5.169472,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2022,3.728158,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2023,3.635449,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2010,5.466045,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2011,5.396897,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2012,5.429973,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2013,5.725304,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2014,6.298777,Units
AUS,Australia,Unemployment rate,Female,From 15 to 64 years,Annual,2015,6.211707,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2017,7.153607,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2018,6.136394,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2019,5.153762,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2020,5.800278,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2021,6.35,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2022,5.55,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2023,5.775,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2010,6.946264,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2011,6.312451,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2012,6.268234,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2013,6.696427,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2014,7.166478,Units
FIN,Finland,Unemployment rate,Total,From 25 to 54 years,Annual,2015,7.776932,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2017,6.863074,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2018,6.497728,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2019,6.999816,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2020,8.532468,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2021,9.1,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2022,7.625,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2023,7.85,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2010,8.776226,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2011,7.958782,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2012,8.139999,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2013,8.239759,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2014,8.140291,Units
SWE,Sweden,Unemployment rate,Total,From 15 to 64 years,Annual,2015,7.612947,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2022,5.930855,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2023,5.760288,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2010,14.20548,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2011,13.61061,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2012,13.5183,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2013,13.97494,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2014,12.82725,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2015,10.32473,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2016,8.773276,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2017,7.899541,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2018,6.134281,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2019,5.585682,Units
SVK,Slovak Republic,Unemployment rate,Male,15 years or over,Annual,2020,6.382166,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2017,7.001143,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2018,5.971122,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2019,4.186627,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2020,3.874188,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2021,3.15,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2022,3.275,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2023,2.65,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2010,6.144618,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2011,6.438297,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2012,6.669474,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2013,7.534797,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2014,8.624088,Units
NLD,Netherlands,Unemployment rate,Female,From 55 to 64 years,Annual,2015,8.862039,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2016,3.341667,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2017,2.958333,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2018,2.583333,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2019,2.483333,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2020,3.0,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2021,3.05,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2022,2.8,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2023,2.766667,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2010,5.4,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2011,4.875,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2012,4.558333,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2013,4.316667,Units
JPN,Japan,Unemployment rate,Male,15 years or over,Annual,2014,3.75,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2017,9.484303,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2018,9.100706,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2019,8.505849,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2020,8.101254,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2021,7.95,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2022,7.4,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2023,7.425,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2010,9.306608,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2011,9.253405,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2012,9.836194,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2013,10.36026,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2014,10.33332,Units
FRA,France,Unemployment rate,Total,From 15 to 64 years,Annual,2015,10.42231,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2017,41.125,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2018,40.575,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2019,40.575,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2020,40.975,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2021,39.6,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2022,38.875,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2023,38.9,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2010,40.05,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2011,40.075,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2012,40.25,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2013,40.85,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2014,41.05,Units
FIN,Finland,Inactivity rate,Total,15 years or over,Annual,2015,41.05,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2016,35.22544,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2017,33.6792,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2018,32.49892,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2019,31.10902,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2021,30.425,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2022,28.85,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2023,27.425,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2010,46.50307,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2011,44.29852,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2012,42.94055,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2013,40.32136,Units
DEU,Germany,Inactivity rate,Female,From 55 to 64 years,Annual,2014,38.23635,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2017,77.825,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2018,78.65,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2019,78.925,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2020,79.35,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2021,79.375,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2022,78.75,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2023,79.25,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2010,70.25,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2011,72.1,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2012,73.025,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2013,73.35,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2014,74.9,Units
SWE,Sweden,Labour force participation rate,Female,From 55 to 64 years,Annual,2015,75.525,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2017,57.05,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2018,57.4,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2019,57.625,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2020,57.575,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2021,58.275,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2022,60.65,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2023,62.025,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2010,55.1,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2011,55.65,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2012,55.425,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2013,55.425,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2014,54.6,Units
EST,Estonia,Labour force participation rate,Female,15 years or over,Annual,2015,55.925,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2011,53.26667,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2010,53.55833,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2023,55.91667,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2022,54.65833,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2021,54.51667,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2020,53.20833,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2019,55.15833,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2018,54.525,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2017,54.26667,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2016,53.775,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2015,53.8,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2014,53.58333,Units
USA,United States,Labour force participation rate,Female,From 15 to 24 years,Annual,2013,53.48333,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2017,67.975,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2018,69.1,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2019,70.05,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2020,69.625,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2021,70.4,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2022,72.15,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2023,73.075,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2010,68.025,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2011,67.825,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2012,67.775,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2013,66.725,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2014,66.175,Units
NLD,Netherlands,Employment rate,Total,From 15 to 74 years,Annual,2015,66.7,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2014,9.019543,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2015,9.093283,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2016,8.062775,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2017,7.11471,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2018,6.283442,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2019,5.731449,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2020,5.722933,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2021,6.614552,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2022,5.826657,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2023,5.950518,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2010,8.107247,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2011,7.107418,Units
BEL,Belgium,Unemployment rate,Male,15 years or over,Annual,2012,7.648603,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2011,57.425,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2010,58.825,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2023,61.975,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2022,61.475,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2021,59.95,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2020,58.725,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2019,61.0,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2018,60.35,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2017,59.1,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2016,57.675,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2015,56.1,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2014,54.2,Units
ESP,Spain,Employment rate,Male,From 15 to 74 years,Annual,2013,53.325,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2016,64.125,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2015,62.9,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2014,64.675,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2013,64.025,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2012,63.925,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2011,66.325,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2010,62.825,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2023,67.275,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2022,66.9,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2021,70.05,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2020,68.6,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2019,67.15,Units
LVA,Latvia,Inactivity rate,Female,From 15 to 24 years,Annual,2018,65.275,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2016,79.175,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2015,79.525,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2014,79.55,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2013,79.775,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2012,80.075,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2011,80.4,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2010,80.65,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2023,78.425,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2022,78.325,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2021,77.9,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2020,76.9,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2019,78.575,Units
ESP,Spain,Labour force participation rate,Male,From 15 to 64 years,Annual,2018,78.825,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2011,10.39333,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2010,10.27701,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2023,6.45,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2022,6.625,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2021,7.5,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2020,7.651566,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2019,7.257363,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2018,7.798933,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2017,8.674695,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2016,9.617288,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2015,10.44674,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2014,11.31437,Units
EU27_2020,European Union (27 countries from 01/02/2020),Unemployment rate,Female,From 15 to 64 years,Annual,2013,11.83289,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2017,4.47783,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2018,3.722317,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2019,3.401112,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2020,3.701567,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2021,3.950955,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2022,3.266766,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2023,3.351031,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2010,4.515946,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2011,4.601452,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2012,5.469098,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2013,7.192367,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2014,7.13527,Units
NLD,Netherlands,Unemployment rate,Male,15 years or over,Annual,2015,6.526283,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2016,65.91666,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2015,66.18333,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2014,66.30833,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2013,66.825,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2012,66.85,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2011,66.90833,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2010,67.05833,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2023,65.61667,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2022,65.43333,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2021,65.39167,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2020,64.31667,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2019,66.03333,Units
CAN,Canada,Labour force participation rate,Total,15 years or over,Annual,2018,65.80833,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2017,7.9725,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2018,8.1125,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2019,8.956667,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2020,14.68833,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2021,12.43417,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2022,9.939167,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2023,9.101666,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2010,9.694167,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2011,8.763333,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2012,8.530833,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2013,7.9925,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2014,7.424167,Units
COL,Colombia,Unemployment rate,Total,From 25 to 54 years,Annual,2015,7.420833,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2022,15.825,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2023,16.1,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2010,18.175,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2011,18.275,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2012,17.375,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2013,16.675,Units
ISL,Iceland,Inactivity rate,Female,From 15 to 64 years,Annual,2014,15.325,Units
