CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
KAC6,AWE: Private Sector Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAC7,AWE: Public Sector Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAC8,AWE: Public Sector Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAC9,AWE: Public Sector Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAD8,AWE: Public Sector Excluding Financial Services Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAD9,AWE: Public Sector Excluding Financial Services Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Exc Arrears,,,2024-09-10,2024-10-15,
KAE2,AWE: Public Sector Excluding Financial Services Yr/Yr Three Month Average Growth (%): Seasonally Adjusted Total Pay Exc Arrears,,,2024-09-10,2024-10-15,
KAF4,AWE: Whole Economy Level (£): Seasonally Adjusted Bonus,£,,2024-09-10,2024-10-15,
KAF5,AWE: Whole Economy Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAF6,AWE: Whole Economy Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,%,2024-09-10,2024-10-15,
KAF7,AWE: Private Sector Level (£): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAF8,AWE: Private Sector Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAF9,AWE: Private Sector Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAG2,AWE: Public Sector Level (£): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAG3,AWE: Public Sector Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAG4,AWE: Public Sector Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAH3,AWE: Public Sector Excluding Financial Services Level (£): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAH4,AWE: Public Sector Excluding Financial Services Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAH5,AWE: Public Sector Excluding Financial Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-09-10,2024-10-15,
KAI7,AWE: Whole Economy Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,£,,2024-09-10,2024-10-15,
KAI8,AWE: Whole Economy Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAI9,AWE: Whole Economy Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,%,2024-09-10,2024-10-15,
KAJ2,AWE: Private Sector Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAJ3,AWE: Private Sector Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAJ4,AWE: Private Sector Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAJ5,AWE: Public Sector Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAJ6,AWE: Public Sector Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAJ7,AWE: Public Sector Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAK6,AWE: Public Sector Excluding Financial Services Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-09-10,2024-10-15,
KAK7,AWE: Public Sector Excluding Financial Services Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Exc Arrears,,,2024-09-10,2024-10-15,
KAK8,AWE: Public Sector Excluding Financial Services Yr/Yr Three Month Average Growth (%): Seasonally Adjusted Regular Pay Exc Arrears,,,2024-09-10,2024-10-15,
KW78,"UK Workforce Jobs SA : T People employed by households, etc. (thousands)",,,2024-09-10,2024-10-15,
LF22,LFS: Economic activity rate: UK: All: Aged 16-64 (%): SA,,%,2024-09-10,2024-10-15,
LF23,LFS: Economic activity rate: UK: Female: Aged 16-64 (%): SA,,%,2024-09-10,2024-10-15,
LF24,"Employment rate (aged 16 to 64, seasonally adjusted): %",,%,2024-09-10,2024-10-15,[]
LF25,"Female employment rate (aged 16 to 64, seasonally adjusted): %",,"%
",2024-09-10,2024-10-15,
LF26,LFS: In Employment: UK: All: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF27,LFS: In Employment: UK: Female: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF28,LFS: ILO Unemployed: UK: All: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF29,LFS: ILO Unemployed: UK: Female: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2A,LFS: Economically Inactive: UK: All: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2B,LFS: Economically Inactive: UK: Female: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2C,LFS: Economic activity rate: UK: All: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2D,LFS: Economic activity rate: UK: Female: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2E,LFS: ILO unemployment rate: UK: All: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2F,LFS: ILO unemployment rate: UK: Female: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2G,LFS: In Employment: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2H,LFS: In Employment: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2I,LFS: ILO Unemployed: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2J,LFS: ILO Unemployed: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2K,LFS: Economically Active: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2L,LFS: Economically Active: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2M,LFS: Economically Inactive: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2N,LFS: Economically Inactive: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2O,LFS: Population aged 16-64: All: Thousands: SA,,,2024-09-10,2024-10-15,
LF2P,LFS: Population aged 16-64: Female: Thousands: SA,,,2024-09-10,2024-10-15,
LF2Q,LFS: ILO Unemployment rate: UK: All: Aged 16-64: %: SA,,%,2024-09-10,2024-10-15,
LF2R,LFS: ILO Unemployment rate: UK: Female: Aged 16-64: %: SA,,%,2024-09-10,2024-10-15,
LF2S,LFS: Economic inactivity rate: UK: All: Aged 16-64: %: SA,,%,2024-09-10,2024-10-15,
LF2T,LFS: Economic inactivity rate: UK: Female: Aged 16-64: %: SA,,%,2024-09-10,2024-10-15,
LF2U,LFS: Employment rate: UK: All: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2V,LFS: Employment rate: UK: Female: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2W,LFS: Economic inactivity rate: UK: All: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2X,LFS: Economic inactivity rate: UK: Female: Aged 50-64: %: SA,,%,2024-09-10,2024-10-15,
LF2Y,LFS: ILO unemployed up to 6 months: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF2Z,LFS: ILO unemployed up to 6 months: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF32,LFS: ILO unemployed over 6-12 months: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF33,LFS: ILO unemployed over 6-12 months: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF34,LFS: ILO unemployed over 12 months: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF35,LFS: ILO unemployed over 12 months: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF36,LFS: ILO unemployed over 12 months: UK: All: Aged 16-64: %: SA,,%,2024-09-10,2024-10-15,
LF37,LFS: ILO unemployed over 12 months: UK: Female: Aged 16-64: %: SA,,%,2024-09-10,2024-10-15,
LF38,LFS: ILO unemployed over 24 months: UK: All: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF39,LFS: ILO unemployed over 24 months: UK: Female: Aged 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF3A,LFS: Economically active: UK: All: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF3B,LFS: Economically active: UK: Female: Aged 50-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF3C,LFS: Economic activity rate: North East: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3D,LFS: Economic activity rate: North West (GOR): Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3E,LFS: Economic activity rate: Yorks and Humber: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3F,LFS: Economic activity rate: East Midlands: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3G,LFS: Economic activity rate: West Midlands: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3H,LFS: Economic activity rate: East of England: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3I,LFS: Economic activity rate: London: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3J,LFS: Economic activity rate: South East (GOR): Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3K,LFS: Economic activity rate: South West: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3L,LFS: Economic activity rate: England: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3M,LFS: Economic activity rate: Wales: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3N,LFS: Economic activity rate: Scotland: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3O,LFS: Economic activity rate: Great Britain: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3P,LFS: Employment rate: North East: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3Q,LFS: Employment rate: North West (GOR): Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3R,LFS: Employment rate: Yorks and Humber: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3S,LFS: Employment rate: East Midlands: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3T,LFS: Employment rate: West Midlands: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3U,LFS: Employment rate: East of England: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3V,LFS: Employment rate: London: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3W,LFS: Employment rate: South East (GOR): Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3X,LFS: Employment rate: South West: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3Y,LFS: Employment rate: England: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF3Z,LFS: Employment rate: Wales: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF42,LFS: Employment rate: Scotland: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF43,LFS: Employment rate: Great Britain: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF44,LFS: Employment rate: North East: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF45,LFS: Employment rate: North West (GOR): Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF46,LFS: Employment rate: Yorks and Humber: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF47,LFS: Employment rate: East Midlands: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF48,LFS: Employment rate: West Midlands: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF49,LFS: Employment rate: East of England: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4A,LFS: Employment rate: London: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4B,LFS: Employment rate: South East (GOR): Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4C,LFS: Employment rate: South West: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4D,LFS: Employment rate: England: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4E,LFS: Employment rate: Wales: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4F,LFS: Employment rate: Scotland: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4G,LFS: Employment rate: Great Britain: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF4R,LFS: Economically inactive: Aged 16-64: GB: All: Thousands: SA,,,2024-09-10,2024-10-15,
LF4S,LFS: Economically inactive: Aged 16-64: GB: Female: Thousands: SA,,,2024-09-10,2024-10-15,
LF4T,LFS: Economic inactivity rate: Aged 16-64: GB: All: %: SA,,%,2024-09-10,2024-10-15,
LF4U,LFS: Economic inactivity rate: Aged 16-64: GB: Female: %: SA,,%,2024-09-10,2024-10-15,
LF59,LFS: Economic inactivity rate: North East: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5A,LFS: Economic inactivity rate: North West: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5B,LFS: Economic inactivity rate: Yorks & the Humber: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5C,LFS: Economic inactivity rate: East Midlands: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5D,LFS: Economic inactivity rate: West Midlands: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5E,LFS: Economic inactivity rate: East: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5F,LFS: Economic inactivity rate: London: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5G,LFS: Economic inactivity rate: South East (GOR): Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5H,LFS: Economic inactivity rate: South West: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5I,LFS: Economic inactivity rate: England: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5J,LFS: Economic inactivity rate: Wales: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5K,LFS: Economic inactivity rate: Scotland: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5L,LFS: Economic inactivity rate: North East: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5M,LFS: Economic inactivity rate: North West (GOR): Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5N,LFS: Economic inactivity rate: Yorks & the Humber: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5O,LFS: Economic inactivity rate: East Midlands: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5P,LFS: Economic inactivity rate: West Midlands: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5Q,LFS: Economic inactivity rate: East: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5R,LFS: Economic inactivity rate: London: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5S,LFS: Economic inactivity rate: South East (GOR): Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5T,LFS: Economic inactivity rate: South West: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5U,LFS: Economic inactivity rate: England: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5V,LFS: Economic inactivity rate: Wales: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5W,LFS: Economic inactivity rate: Scotland: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF5Y,LFS: Economic activity rate: Northern Ireland: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF5Z,LFS: Employment rate: Northern Ireland: Aged 16-64: All: %: SA,,%,2024-09-10,2024-10-15,
LF62,LFS: Employment rate: Northern Ireland: Aged 16-64: Female: %: SA,,%,2024-09-10,2024-10-15,
LF63,LFS: Econ. inactivity reasons: Students: UK: 16-64: 000s: SA,,"000s
",2024-09-10,2024-10-15,
LF64,LFS: Econ. inactivity reasons: Students: UK: Female:SA,,,2024-09-10,2024-10-15,
LF65,LFS: Econ. inactivity reasons: Looking after family/home: UK: 16-64: 000s: SA,,"000s

",2024-09-10,2024-10-15,
LF66,LFS: Econ. inactivity reasons: Looking after family/home: UK: Female: 000s: SA,,"000s
",2024-09-10,2024-10-15,
LF67,LFS: Econ. inactivity reasons: Temp sick: UK: 16-64: 000s: SA,,,2024-09-10,2024-10-15,
LF68,LFS: Econ. inactivity reasons: Temp sick: UK: Female:000s:SA,,,2024-09-10,2024-10-15,
LF69,LFS: Econ. inactivity reasons: Long Term Sick: UK: 16-64:000s:SA,,,2024-09-10,2024-10-15,
LF6A,LFS: Econ. inactivity reasons: Long Term Sick: UK: Female:000s:SA,,,2024-09-10,2024-10-15,
LF6B,LFS: Econ. inactivity reasons: Retired: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6C,LFS: Econ. inactivity reasons: Retired: UK: Female:000s:SA,,,2024-09-10,2024-10-15,
LF6D,LFS: Econ. inactivity reasons: Other: UK: 16-64:000s:SA,,,2024-09-10,2024-10-15,
LF6E,LFS: Econ. inactivity reasons: Other: UK: Female:000s:SA,,,2024-09-10,2024-10-15,
LF6F,LFS: Econ. inactivity wants a job: Students: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6G,LFS: Econ. inactivity wants a job: Students: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6H,LFS: Econ. inactivity wants a job: Temp sick: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6I,LFS: Econ. inactivity wants a job: Temp sick: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6J,LFS: Econ. inactivity wants a job: Other: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6K,LFS: Econ. inactivity wants a job: Other: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6L,LFS: Econ. inactivity does not want a job: Students: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6M,LFS: Econ. inactivity does not want a job: Students: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6N,LFS: Econ. inactivity DNW: Looking after family/home: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6O,LFS: Econ. inactivity DNW: Looking after family/home: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6P,LFS: Econ. inactivity does not want a job: Temp sick: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6Q,LFS: Econ. inactivity does not want a job: Temp sick: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6R,LFS: Econ. inactivity does not want a job: Long Term Sick: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6S,LFS: Econ. inactivity does not want a job: Long Term Sick: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6T,LFS: Econ. inactivity does not want a job: Other: UK: 16-64:SA,,,2024-09-10,2024-10-15,
LF6U,LFS: Econ. inactivity does not want a job: Other: UK: Female:SA,,,2024-09-10,2024-10-15,
LF6V,LFS: Econ. inactivity reasons: Total: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF6W,LFS: Econ. inactivity reasons: Total: UK: female:%,,%,2024-09-10,2024-10-15,
LF6X,LFS: Econ. inactivity reasons: Student UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF6Y,LFS: Econ. inactivity reasons: Student UK: female:%,,%,2024-09-10,2024-10-15,
LF6Z,LFS: Econ. inactivity reasons: Looking after family/home: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF72,LFS: Econ. inactivity reasons: Looking after family/home: UK: female:%,,%,2024-09-10,2024-10-15,
LF73,LFS: Econ. inactivity reasons: Temp Sick: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF74,LFS: Econ. inactivity reasons: Temp Sick: UK: female:%,,%,2024-09-10,2024-10-15,
LF75,LFS: Econ. inactivity reasons: Long-term Sick: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF76,LFS: Econ. inactivity reasons: Long-term Sick: UK: female:%,,%,2024-09-10,2024-10-15,
LF77,LFS: Econ. inactivity reasons: Discouraged workers: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF78,LFS: Econ. inactivity reasons: Discouraged workers: UK: female:%,,%,2024-09-10,2024-10-15,
LF79,LFS: Econ. inactivity reasons: Retired: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF7A,LFS: Econ. inactivity reasons: Retired: UK: female:%,,%,2024-09-10,2024-10-15,
LF7B,LFS: Econ. inactivity reasons: Other: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF7C,LFS: Econ. inactivity reasons: Other: UK: female:%,,%,2024-09-10,2024-10-15,
LF7D,LFS: Econ. inactivity reasons: does not want a job: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF7E,LFS: Econ. inactivity reasons: does not want a job: UK: female:%,,%,2024-09-10,2024-10-15,
LF7F,LFS: Econ. inactivity reasons: wants a job: UK: 16-64:%,,%,2024-09-10,2024-10-15,
LF7G,LFS: Econ. inactivity reasons: wants a job: UK: female:%,,%,2024-09-10,2024-10-15,
LF7H,LFS: Econ. inactivity wants a job: Total: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7I,LFS: Econ. inactivity wants a job: Total: UK: female:%,,,2024-09-10,2024-10-15,
LF7J,LFS: Econ. inactivity wants a job: Student UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7K,LFS: Econ. inactivity wants a job: Student UK: female:%,,,2024-09-10,2024-10-15,
LF7L,LFS: Econ. inactivity wants a job: Looking after family/home: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7M,LFS: Econ. inactivity wants a job: Looking after family/home: UK: female:%,,,2024-09-10,2024-10-15,
LF7N,LFS: Econ. inactivity wants a job: Temp Sick: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7O,LFS: Econ. inactivity wants a job: Temp Sick: UK: female:%,,,2024-09-10,2024-10-15,
LF7P,LFS: Econ. inactivity wants a job: Long-term Sick: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7Q,LFS: Econ. inactivity wants a job: Long-term Sick: UK: female:%,,,2024-09-10,2024-10-15,
LF7R,LFS: Econ. inactivity wants a job: Discouraged workers: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7S,LFS: Econ. inactivity wants a job: Discouraged workers: UK: female:%,,,2024-09-10,2024-10-15,
LF7T,LFS: Econ. inactivity wants a job: Other: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7U,LFS: Econ. inactivity wants a job: Other: UK: female:%,,,2024-09-10,2024-10-15,
LF7V,LFS: Econ. inactivity does not want a job: Total: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7W,LFS: Econ. inactivity does not want a job: Total: UK: female:%,,,2024-09-10,2024-10-15,
LF7X,LFS: Econ. inactivity does not want a job: Student UK: 16-64:%,,,2024-09-10,2024-10-15,
LF7Y,LFS: Econ. inactivity does not want a job: Student UK: female:%,,,2024-09-10,2024-10-15,
LF7Z,LFS: Econ. inactivity DNW: Looking after family/home: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF82,LFS: Econ. inactivity DNW: Looking after family/home: UK: female:%,,,2024-09-10,2024-10-15,
LF83,LFS: Econ. inactivity does not want a job: Temp Sick: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF84,LFS: Econ. inactivity does not want a job: Temp Sick: UK: female:%,,,2024-09-10,2024-10-15,
LF85,LFS: Econ. inactivity does not want a job: Long-term Sick: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF86,LFS: Econ. inactivity does not want a job: Long-term Sick: UK: female:%,,,2024-09-10,2024-10-15,
LF87,LFS: Econ. inactivity does not want a job: retired: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF88,LFS: Econ. inactivity does not want a job: retired: UK: female:%,,,2024-09-10,2024-10-15,
LF89,LFS: Econ. inactivity does not want a job: Other: UK: 16-64:%,,,2024-09-10,2024-10-15,
LF8A,LFS: Econ. inactivity does not want a job: Other: UK: female:%,,,2024-09-10,2024-10-15,
LF8B,Economic inactive: Wants job: Discouraged workers: 16-64: 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF8C,Economic inactive: Wants job: Discouraged workers: 16-64: Men: Thousands: SA,,,2024-09-10,2024-10-15,
LF8D,Economic inactive: Wants job: Discouraged workers: 16-64: Women: Thousands: SA,,,2024-09-10,2024-10-15,
LF8E,Economic inactive: Does not want a job: Retired: 16-64: 16-64: Thousands: SA,,,2024-09-10,2024-10-15,
LF8F,Economic inactive: Does not want a job: Retired: 16-64: Men: Thousands: SA,,,2024-09-10,2024-10-15,
LF8G,Economic inactive: Does not want a job: Retired: 16-64: Women: Thousands: SA,,,2024-09-10,2024-10-15,
LF8H,North East - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8I,North East - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8J,North West - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8K,North West - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8L,Yorkshire & the Humber - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8M,Yorkshire & the Humber - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8N,East Midlands - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8O,East Midlands - 16-64 inactive levels SA: Women,,,2024-09-10,2024-10-15,
LF8P,West Midlands - 16-64 inactive levels SA: People,,,2024-09-10,2024-10-15,
LF8Q,West Midlands - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8R,East - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8S,East - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8T,London - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8U,London - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8V,South East - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8W,South East - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8X,South West - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF8Y,South West - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF8Z,England - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF92,England - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF93,Wales - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF94,Wales - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
LF95,Scotland - 16-64 inactive levels: 000s: SA: People,,,2024-09-10,2024-10-15,
LF96,Scotland - 16-64 inactive levels: 000s: SA: Women,,,2024-09-10,2024-10-15,
