new_la_code,time_period,time_identifier,geographic_level,version,education_investment_area_flag,priority_area_flag,establishment_type,gender,variable,value
E10000027,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_p8score,
E10000027,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_p8score,
E10000027,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_p8score,
E06000025,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_p8score,
E06000025,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_p8score,
E06000025,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_p8score,
E06000030,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_p8score,
E06000030,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_p8score,
E06000030,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_p8score,
E06000027,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E06000027,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E06000027,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E06000054,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E06000054,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E06000054,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000009,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000009,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000010,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000010,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000010,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000011,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000011,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000011,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000015,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000015,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000015,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000016,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000016,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000016,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000017,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000017,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000017,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000018,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000018,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000018,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000021,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000021,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000021,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000024,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000024,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000024,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000026,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000026,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000026,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000027,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000027,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000027,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000029,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000029,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E09000029,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000031,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E09000031,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E09000031,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E06000036,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E06000036,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E06000036,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E06000043,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E06000043,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E06000043,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E06000060,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E06000060,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E06000060,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E10000011,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_p8score,
E10000011,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_p8score,
E10000011,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_p8score,
E10000014,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Boys,avg_p8score,
E10000014,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Girls,avg_p8score,
E10000014,201920,Academic year,Local authority,Revised,0,0,State-funded schools (LA),Total,avg_p8score,
E06000046,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Total,avg_p8score,
E06000046,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Boys,avg_p8score,
E06000046,201920,Academic year,Local authority,Revised,1,0,State-funded schools (LA),Girls,avg_p8score,
E06000047,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.42
E06000047,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.03
E06000047,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.2
E06000005,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.14
E06000005,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.31
E06000005,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.03
E08000037,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.17
E08000037,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.37
E08000037,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.02
E06000001,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.6
E06000001,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.04
E06000001,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.34
E06000002,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.34
E06000002,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.55
E06000002,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.14
E08000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.27
E08000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.46
E08000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,-0.07
E08000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.38
E08000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.08
E08000022,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.16
E06000057,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.31
E06000057,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.07
E06000057,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.12
E06000003,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.49
E06000003,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.73
E06000003,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,-0.25
E08000023,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.3
E08000023,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.57
E08000023,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,-0.02
E06000004,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.15
E06000004,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.36
E06000004,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.07
E08000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.39
E08000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.59
E08000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,-0.18
E06000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.13
E06000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.16
E06000008,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.44
E06000009,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.82
E06000009,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.39
E06000009,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.62
E08000001,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.2
E08000001,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.43
E08000001,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.06
E08000002,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.53
E08000002,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,-0.04
E08000002,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.29
E06000049,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.01
E06000049,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.26
E06000049,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.26
E06000050,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.34
E06000050,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.15
E06000050,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.1
E10000006,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.16
E10000006,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.38
E10000006,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.07
E06000006,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.14
E06000006,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.34
E06000006,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.08
E08000011,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-1.0
E08000011,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.63
E08000011,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.81
E10000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.39
E10000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.19
E10000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.11
E08000012,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.54
E08000012,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.08
E08000012,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.31
E08000003,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.41
E08000003,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.17
E08000003,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.11
E08000004,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.39
E08000004,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.67
E08000004,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.08
E08000005,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.58
E08000005,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.05
E08000005,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.32
E08000006,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.54
E08000006,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.84
E08000006,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.23
E08000014,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.59
E08000014,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,-0.09
E08000014,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.35
E08000013,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.25
E08000013,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.42
E08000013,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,-0.07
E08000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.25
E08000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.22
E08000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.02
E08000008,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.22
E08000008,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.39
E08000008,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.05
E08000009,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.08
E08000009,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.3
E08000009,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.11
E06000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.01
E06000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.29
E06000007,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.31
E08000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.54
E08000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,-0.06
E08000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.31
E08000015,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.27
E08000015,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.31
E08000015,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,0.01
E08000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.08
E08000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.34
E08000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.19
E08000032,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.26
E08000032,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.25
E08000032,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.01
E08000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.03
E08000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.22
E08000033,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.29
E08000017,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.37
E08000017,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.17
E08000017,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.09
E06000011,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.02
E06000011,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.27
E06000011,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.24
E06000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.18
E06000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,-0.01
E06000010,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.1
E08000034,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.37
E08000034,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.18
E08000034,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.1
E08000035,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,0.03
E08000035,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.22
E08000035,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.31
E06000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.19
E06000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.37
E06000012,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,-0.02
E06000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.25
E06000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.27
E06000013,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.0
E10000023,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,0.1
E10000023,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.12
E10000023,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.32
E08000018,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.37
E08000018,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.1
E08000018,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.14
E08000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.03
E08000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.27
E08000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.22
E08000036,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.34
E08000036,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.17
E08000036,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.08
E06000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,0.03
E06000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.42
E06000014,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.22
E06000015,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.47
E06000015,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.02
E06000015,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.24
E10000007,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.2
E10000007,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.45
E10000007,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.06
E06000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.3
E06000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.36
E06000016,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.02
E10000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.07
E10000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.37
E10000018,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.24
E10000019,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.28
E10000019,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.22
E10000019,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.03
E10000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.25
E10000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.23
E10000021,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.01
E06000018,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.15
E06000018,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.38
E06000018,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.1
E10000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.17
E10000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.31
E10000024,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,0.06
E06000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,0.25
E06000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.61
E06000017,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.44
E08000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,0.09
E08000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.14
E08000025,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.32
E08000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.41
E08000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.17
E08000026,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.12
E08000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Total,avg_p8score,-0.17
E08000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Boys,avg_p8score,-0.44
E08000027,201819,Academic year,Local authority,Final,1,0,State-funded schools (LA),Girls,avg_p8score,0.11
E06000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.19
E06000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.41
E06000019,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.03
E08000028,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.04
E08000028,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.19
E08000028,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.41
E06000051,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.08
E06000051,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.37
E06000051,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.19
E08000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.24
E08000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.16
E08000029,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.05
E10000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.17
E10000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.42
E10000028,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.11
E06000021,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.42
E06000021,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,-0.06
E06000021,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Total,avg_p8score,-0.24
E06000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Boys,avg_p8score,-0.42
E06000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Girls,avg_p8score,0.05
E06000020,201819,Academic year,Local authority,Final,0,0,State-funded schools (LA),Total,avg_p8score,-0.19
E08000030,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Boys,avg_p8score,-0.31
E08000030,201819,Academic year,Local authority,Final,1,1,State-funded schools (LA),Girls,avg_p8score,0.1
